    0     2008-03-23T03:44:05.117       5.64063     265.00   B
    0     2008-03-23T07:24:29.607       7.17188     265.00   B
    0     2008-03-23T11:41:38.179       8.37500     265.00   B
    0     2008-03-23T15:40:24.710      10.12500     265.00   B
    0     2008-03-23T19:02:27.160      12.42188     265.00   B
    0     2008-03-24T00:33:03.895      15.26563     265.00   B
    0     2008-03-24T04:50:12.467      17.89063     265.00   B
    0     2008-03-24T08:30:36.957      20.73438     265.00   B
    0     2008-03-24T12:29:23.488      23.03125     265.00   B
    0     2008-03-24T14:19:35.733      25.10938     265.00   B
    0     2008-03-24T17:04:54.101      27.40625     265.00   B
    0     2008-03-25T01:20:49.204      32.76563     265.00   B
    1     2008-03-23T08:19:35.730       7.06250     265.00   B
    1     2008-03-23T12:18:22.261       8.81250     265.00   B
    1     2008-03-23T15:22:02.669      10.23438     265.00   B
    1     2008-03-23T19:20:49.200      11.98438     265.00   B
    1     2008-03-23T23:19:35.731      14.06250     265.00   B
    1     2008-03-24T04:31:50.426      17.45313     265.00   B
    1     2008-03-24T09:25:43.080      19.64063     265.00   B
    1     2008-03-24T13:24:29.611      22.59375     265.00   B
    1     2008-03-24T17:23:16.142      25.32813     265.00   B
    1     2008-03-25T00:07:21.040      29.70313     265.00   B
    2     2008-03-23T08:19:35.730       7.17188     265.00   B
    2     2008-03-23T12:18:22.261       8.81250     265.00   B
    2     2008-03-23T16:53:52.874      10.56250     265.00   B
    2     2008-03-23T20:52:39.405      12.96875     265.00   B
    2     2008-03-24T00:14:41.854      15.15625     265.00   B
    2     2008-03-24T05:26:56.548      18.00000     265.00   B
    2     2008-03-24T09:44:05.120      20.95313     265.00   B
    2     2008-03-24T16:28:10.019      24.56250     265.00   B
    2     2008-03-24T19:13:28.387      26.96875     265.00   B
    2     2008-03-25T01:57:33.285      32.21875     265.00   B
    2     2008-03-25T04:24:29.612      34.84375     265.00   B
    3     2008-03-23T08:19:35.730       6.95313     265.00   B
    3     2008-03-23T11:41:38.179       8.37500     265.00   B
    3     2008-03-23T14:45:18.588       9.79688     265.00   B
    3     2008-03-23T19:02:27.160      11.65625     265.00   B
    3     2008-03-23T23:19:35.731      14.06250     265.00   B
    3     2008-03-24T03:55:06.344      17.45313     265.00   B
    3     2008-03-24T09:25:43.080      20.40625     265.00   B
    3     2008-03-24T13:24:29.611      23.03125     265.00   B
    3     2008-03-24T17:04:54.101      25.32813     265.00   B
    3     2008-03-25T01:02:27.163      30.03125     265.00   B
    4     2008-03-23T09:14:41.852       7.82813     265.00   B
    4     2008-03-23T13:50:12.465       9.46875     265.00   B
    4     2008-03-23T17:12:14.914      11.32813     265.00   B
    4     2008-03-23T22:24:29.609      13.95313     265.00   B
    4     2008-03-24T03:00:00.222      16.68750     265.00   B
    4     2008-03-24T07:35:30.834      19.09375     265.00   B
    4     2008-03-24T11:52:39.406      22.26563     265.00   B
    4     2008-03-24T17:04:54.101      25.98438     265.00   B
    4     2008-03-25T01:20:49.204      31.78125     265.00   B
