    0     2013-06-16T20:05:23.265       4.98438     230.00   B
    0     2013-06-17T00:58:28.898      12.09375     230.00   B
    0     2013-06-17T04:56:37.224      18.00000     230.00   B
    0     2013-06-17T11:57:56.571      25.43750     230.00   B
    0     2013-06-17T16:51:02.204      30.79688     230.00   B
    0     2013-06-17T22:20:46.041      35.60938     230.00   B
    0     2013-06-18T02:18:54.367      40.20313     230.00   B
    0     2013-06-18T04:27:08.082      43.48438     230.00   B
    1     2013-06-16T19:47:04.163       4.98438     230.00   B
    1     2013-06-17T00:40:09.796      11.76563     230.00   B
    1     2013-06-17T05:14:56.327      18.00000     230.00   B
    1     2013-06-17T11:21:18.367      25.21875     230.00   B
    1     2013-06-17T16:51:02.204      30.68750     230.00   B
    1     2013-06-17T22:02:26.939      35.06250     230.00   B
    1     2013-06-18T02:00:35.265      38.45313     230.00   B
    1     2013-06-18T05:03:46.286      42.60938     230.00   B
    2     2013-06-16T20:05:23.265       5.42188     230.00   B
    2     2013-06-17T00:40:09.796      11.54688     230.00   B
    2     2013-06-17T05:33:15.429      17.45313     230.00   B
    2     2013-06-17T11:57:56.571      25.00000     230.00   B
    2     2013-06-17T17:27:40.408      30.68750     230.00   B
    2     2013-06-17T21:25:48.735      35.28125     230.00   B
    2     2013-06-18T02:00:35.265      39.32813     230.00   B
    2     2013-06-18T04:45:27.184      42.39063     230.00   B
    3     2013-06-16T19:28:45.061       4.87500     230.00   B
    3     2013-06-16T23:26:53.388      11.00000     230.00   B
    3     2013-06-17T04:38:18.122      17.12500     230.00   B
    3     2013-06-17T11:39:37.469      25.43750     230.00   B
    3     2013-06-17T15:56:04.898      30.46875     230.00   B
    3     2013-06-17T21:25:48.735      35.17188     230.00   B
    3     2013-06-18T02:37:13.469      39.21875     230.00   B
    3     2013-06-18T05:03:46.286      43.26563     230.00   B
    4     2013-06-16T19:47:04.163       4.98438     230.00   B
    4     2013-06-17T00:03:31.592      10.78125     230.00   B
    4     2013-06-17T03:43:20.816      16.35938     230.00   B
    4     2013-06-17T12:16:15.673      25.32813     230.00   B
    4     2013-06-17T17:45:59.510      30.90625     230.00   B
    4     2013-06-17T21:44:07.837      34.62500     230.00   B
    4     2013-06-18T02:18:54.367      38.45313     230.00   B
    4     2013-06-18T04:08:48.980      41.51563     230.00   B
