    0     2013-04-22T02:32:37.224       4.65625     100.00   A
    0     2013-04-22T14:08:43.102      12.42188     100.00   A
    0     2013-04-23T05:42:57.306      21.39063     100.00   A
    0     2013-04-23T14:15:52.163      26.31250     100.00   A
    0     2013-04-24T01:51:58.041      32.10938     100.00   A
    0     2013-04-24T14:59:39.429      38.34375     100.00   A
    1     2013-04-22T02:32:37.224       4.65625     100.00   A
    1     2013-04-22T12:55:26.694      11.54688     100.00   A
    1     2013-04-22T21:10:02.449      16.79688     100.00   A
    1     2013-04-23T07:14:32.816      22.70313     100.00   A
    1     2013-04-23T15:10:49.469      26.53125     100.00   A
    1     2013-04-23T23:25:25.224      31.34375     100.00   A
    1     2013-04-24T06:45:03.673      34.73438     100.00   A
    1     2013-04-24T16:31:14.939      39.32813     100.00   A
    2     2013-04-22T01:19:20.816       4.54688     100.00   A
    2     2013-04-22T12:18:48.490      11.32813     100.00   A
    2     2013-04-22T21:28:21.551      16.79688     100.00   A
    2     2013-04-23T06:37:54.612      22.37500     100.00   A
    2     2013-04-23T14:34:11.265      26.42188     100.00   A
    2     2013-04-23T22:48:47.020      30.90625     100.00   A
    2     2013-04-24T07:03:22.776      34.73438     100.00   A
    2     2013-04-24T15:54:36.735      38.78125     100.00   A
    3     2013-04-22T01:37:39.918       4.54688     100.00   A
    3     2013-04-22T11:05:32.082      10.34375     100.00   A
    3     2013-04-22T20:33:24.245      16.46875     100.00   A
    3     2013-04-23T07:32:51.918      22.70313     100.00   A
    3     2013-04-23T15:10:49.469      26.64063     100.00   A
    3     2013-04-23T23:43:44.327      31.23438     100.00   A
    3     2013-04-24T07:21:41.878      34.51563     100.00   A
    3     2013-04-24T15:54:36.735      38.56250     100.00   A
    4     2013-04-22T01:55:59.020       4.76563     100.00   A
    4     2013-04-22T12:37:07.592      11.21875     100.00   A
    4     2013-04-22T21:46:40.653      17.01563     100.00   A
    4     2013-04-23T07:51:11.020      22.81250     100.00   A
    4     2013-04-23T15:10:49.469      26.42188     100.00   A
    4     2013-04-24T00:57:00.735      32.00000     100.00   A
    4     2013-04-24T11:38:09.306      36.59375     100.00   A
    4     2013-04-24T18:57:47.755      40.42188     100.00   A
